year,month,Project Name,Street Name,Developer,Property Type,Locality,Total Number of Units in Project,Cumulative Units Launched to-date,Cumulative Units Sold to-date,Cumulative Units Launched but Unsold,Units Launched in the Month,Units Sold in the Month,Median Price($psm) # in the Month Number Sold By Price Range,Lowest Price ($psm) # in the Month,Highest Price ($psm) # in the Month
2012,01,LANDED HOUSING DEVELOPMENT,JALAN PEMIMPIN/ MARYMOUNT TERRACE,Soon Lian Realty Pte Ltd,Landed,RCR,10,10,8,2,0,0,-,-,-
2012,01,LANDED HOUSING DEVELOPMENT,PENAGA PLACE,JBE Holdings Pte Ltd,Landed,OCR,6,0,0,0,0,0,-,-,-
2012,01,LANDED HOUSING DEVELOPMENT,PENAGA PLACE / INGGU ROAD,JBE Holdings Pte Ltd,Landed,OCR,14,14,13,1,0,0,-,-,-
2012,01,LANDED HOUSING DEVELOPMENT,WAK HASSAN DRIVE,JBE Holdings Pte Ltd,Landed,OCR,17,17,10,7,0,0,-,-,-
2012,01,LAVERNE'S LOFT,LORONG L TELOK KURAU,Asimont Holdings Pte Ltd,Non-Landed,OCR,44,44,39,5,0,0,-,-,-
2012,01,LE MARICAN,LORONG MARICAN,TGL Development Pte Ltd,Non-Landed,OCR,12,12,12,0,0,0,-,-,-
2012,01,LE NOUVEL ARDMORE,ARDMORE PARK,Winrose Investment Pte Ltd,Non-Landed,CCR,43,1,1,0,0,0,-,-,-
2012,01,LE REGAL,GEYLANG ROAD,Fragrance Realty Pte Ltd,Non-Landed,RCR,88,88,24,64,0,0,-,-,-
2012,01,LEEDON RESIDENCE,LEEDON HEIGHTS,Leedon Residence Development Pte Ltd,Non-Landed,CCR,381,0,0,0,0,0,-,-,-
2012,01,LEICESTER SUITES,LEICESTER ROAD,Macly Capital Pte Ltd,Non-Landed,RCR,47,47,47,0,0,0,-,-,-
2012,01,LEVENUE,LENGKONG EMPAT,Macly Pte Ltd,Non-Landed,OCR,43,0,0,0,0,0,-,-,-
2012,01,LIBERTE,SARKIES ROAD,Ellamount Investments Pte Ltd,Non-Landed,CCR,46,0,0,0,0,0,-,-,-
2012,01,LINCOLN SUITES,KHIANG GUAN AVENUE,Phileap Pte Ltd,Non-Landed,CCR,175,175,137,38,0,0,-,-,-
2012,01,LIVIA,PASIR RIS GROVE,Hong Realty Pte Ltd,Non-Landed,OCR,724,724,724,0,0,0,-,-,-
2012,01,LOFT @ NATHAN,RIVER VALLEY ROAD,Oxley JV Pte Ltd,Non-Landed,CCR,121,121,113,8,0,0,-,-,-
2012,01,LOFT @ RANGOON,RANGOON ROAD,Ascend Asset Pte Ltd,Non-Landed,RCR,24,24,24,0,0,0,-,-,-
2012,01,LOFT @ STEVENS,STEVENS ROAD,Oxley Concept Pte Ltd,Non-Landed,CCR,44,44,44,0,0,0,-,-,-
2012,01,LOFT@HOLLAND,HOLLAND ROAD,Oxley Star Pte Ltd,Non-Landed,CCR,41,41,41,0,0,0,-,-,-
2012,01,LUCIDA,SUFFOLK ROAD,Novelty Organisation Pte Ltd,Non-Landed,CCR,62,62,60,2,0,0,-,-,-
2012,01,LUSH ON HOLLAND HILL,HOLLAND HILL,SP Holland Hill Pte Ltd,Non-Landed,CCR,56,56,55,1,0,0,-,-,-
2012,01,LUXE VILLE,PASIR PANJANG ROAD,JBE Development Pte Ltd,Non-Landed,RCR,50,50,49,1,0,0,-,-,-
2012,01,LUXUS HILLS,YIO CHU KANG RD/ ANG MO KIO AVE 5/SELETAR RD,Singapore United Estates Pte Ltd,Landed,OCR,320,230,230,0,0,0,-,-,-
2012,01,LYNWOOD EIGHT,LYNWOOD GROVE/MACKERROW ROAD,Wenul Land Pte Ltd,Strata-Landed,OCR,10,10,10,0,0,0,-,-,-
2012,01,MADISON RESIDENCES,BUKIT TIMAH ROAD,Keppel Land Realty Pte Ltd,Non-Landed,CCR,56,56,56,0,0,0,-,-,-
2012,01,MARINA BAY SUITES,CENTRAL BOULEVARD,Marina Bay Suites Pte Ltd,Non-Landed,CCR,221,156,153,3,0,0,-,-,-
2012,01,MARTIN NO 38,MARTIN ROAD,Kimmingston Pte Ltd,Non-Landed,CCR,88,65,65,0,0,0,-,-,-
2012,01,MARTIN PLACE RESIDENCES,MARTIN PLACE,FCL Land Pte Ltd,Non-Landed,CCR,302,302,302,0,0,0,-,-,-
2012,01,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,UOL Development (Dakota)  Pte Ltd,Non-Landed,OCR,479,479,479,0,0,0,-,-,-
2012,01,MEIER SUITES,MARGATE ROAD,SB (Meyer) Development Pte Ltd,Non-Landed,RCR,55,37,37,0,0,0,-,-,-
2012,01,MELOSA,LORONG 28 GEYLANG,Ecco Properties Pte Ltd,Non-Landed,RCR,54,54,54,0,0,0,-,-,-
2012,01,MI CASA,CHOA CHU KANG AVE 3,Tian Hock Properties Pte Ltd,Non-Landed,OCR,457,457,457,0,0,0,-,-,-
2012,01,MIRO,LINCOLN ROAD,Arts Associate Co Pte Ltd,Non-Landed,CCR,85,85,67,18,0,1,"21,550","21,550","21,550"
2012,01,MODA,EAST COAST ROAD,Hor Kew Land Pte Ltd,Non-Landed,RCR,56,50,24,26,0,0,-,-,-
2012,01,MONT TIMAH,BUKIT WAY,Maylands Investment Pte Ltd,Strata-Landed,OCR,32,8,8,0,0,0,-,-,-
2012,01,MONTCLAIR @ WHITLEY,WHITLEY ROAD,East Coast Properties Pte Ltd,Strata-Landed,CCR,10,10,5,5,0,0,-,-,-
2012,01,MOSELLA,MUSWELL HILL,Country Land Pte Ltd,Strata-Landed,OCR,7,7,7,0,0,0,-,-,-
2012,01,MOUNT SOPHIA SUITES,SOPHIA ROAD,BS Mount Sophia Pte Ltd,Non-Landed,CCR,50,50,50,0,0,0,-,-,-
2012,01,MOUNTBATTEN SUITES,MOUNTBATTEN ROAD,Agrow Land Pte Ltd,Non-Landed,RCR,32,32,32,0,0,0,-,-,-
2012,01,MT SINAI RESIDENCES,MOUNT SINAI LANE,Azec Holdings & Realty Pte Ltd,Strata-Landed,CCR,8,8,7,1,0,0,-,-,-
2012,01,MULBERRY TREE,MOULMEIN ROAD,Bravo Building Construction Pte Ltd,Non-Landed,CCR,32,32,29,3,0,0,-,-,-
2012,01,MY MANHATTAN,SIMEI STREET 3,CEL-Simei Pte Ltd,Non-Landed,OCR,301,150,131,19,0,0,-,-,-
2012,01,NASSIM PARK RESIDENCES,NASSIM ROAD,Nassim Park Developments Pte Ltd,Non-Landed,CCR,100,100,100,0,0,0,-,-,-
2012,01,NATHAN RESIDENCES,NATHAN ROAD,Tat Aik Property Pte Ltd,Non-Landed,CCR,91,91,85,6,0,0,-,-,-
2012,01,NATHAN SUITES,NATHAN ROAD,TID Pte Ltd,Non-Landed,CCR,65,65,47,18,0,0,-,-,-
2012,01,NATURALIS,LORONG M TELOK KURAU,Abacus Development Pte Ltd,Non-Landed,OCR,43,43,42,1,0,0,-,-,-
2012,01,NAUNG RESIDENCE,JALAN NAUNG,Orion-Two Residential Pte Ltd,Non-Landed,OCR,60,0,0,0,0,0,-,-,-
2012,01,NESS,LORONG 32 GEYLANG,Phoenix Land (Singapore) Pte Ltd,Non-Landed,RCR,62,0,0,0,0,0,-,-,-
2012,01,NEWTON EDGE,MAKEWAY AVENUE,Macly Capital Pte Ltd,Strata-Landed / Non-Landed,CCR,104,104,104,0,0,0,-,-,-
2012,01,NEWTON IMPERIAL,NEWTON ROAD,Great Newton Properties Pte Ltd,Non-Landed,CCR,36,0,0,0,0,0,-,-,-
2012,01,NIN RESIDENCE,PHENG GECK AVENUE,Qianjian Realty (Serangoon) Pte Ltd,Non-Landed,RCR,219,219,185,34,0,0,-,-,-
2012,01,NOTTINGHILL SUITES,TOH TUCK ROAD,Mequity Pte Ltd,Non-Landed,RCR,124,124,54,70,0,11,"17,179","12,551","18,127"
2012,01,NOUVEL 18,ANDERSON ROAD,Summervale Properties Pte Ltd,Non-Landed,CCR,156,0,0,0,0,0,-,-,-
2012,01,NOVA 48,PROME ROAD,Roxy Homes Pte Ltd,Non-Landed,RCR,48,48,48,0,0,0,-,-,-
2012,01,NOVA 88,BHAMO ROAD,Roxy Homes Pte Ltd,Non-Landed,RCR,88,88,88,0,0,0,-,-,-
2012,01,NV RESIDENCES,PASIR RIS GROVE,Hong Realty (Private) Limited,Non-Landed,OCR,642,642,621,21,0,3,"8,762","8,568","9,182"
2012,01,OASIS @ ELIAS,ELIAS ROAD,CES Land Pte Ltd,Non-Landed,OCR,388,388,388,0,0,0,-,-,-
2012,01,OASIS GARDEN,JALAN BUNGA RAMPAI,Peak Homes Development Pte Ltd,Non-Landed,RCR,134,134,134,0,0,0,-,-,-
2012,01,OEI TIONG HAM PARK RESIDENCES,OEI TIONG HAM PARK,Wywy Investments Pte Ltd,Non-Landed,CCR,9,0,0,0,0,0,-,-,-
2012,01,OKIO,BALESTIER ROAD,Tiara Land Pte Ltd,Non-Landed,RCR,104,104,100,4,0,0,-,-,-
2012,01,OLA RESIDENCES,MOUNTBATTEN ROAD,Mountbatten Development Pte Ltd,Non-Landed,RCR,50,50,50,0,0,0,-,-,-
2012,01,ONAN SUITES,JOO CHIAT ROAD / ONAN ROAD,World Class Property (East Coast) Pte Ltd,Non-Landed,RCR,29,29,29,0,0,0,-,-,-
2012,01,ONE DEVONSHIRE,DEVONSHIRE ROAD,Devonshire Peak Pte Ltd,Non-Landed,CCR,152,152,152,0,0,0,-,-,-
2012,01,ONE ROSYTH,ROSYTH ROAD,Mushrooms Realty Pte Ltd,Non-Landed,OCR,17,17,13,4,0,0,-,-,-
2012,01,ONE SHENTON,SHENTON WAY,CDL Land Pte Ltd,Non-Landed,CCR,341,341,320,21,0,0,-,-,-
2012,01,OPAL SUITES,OPAL CRESCENT,Macly Pte Ltd,Non-Landed,RCR,19,19,19,0,0,0,-,-,-
2012,01,OPTIMA @ TANAH MERAH,NEW UPPER CHANGI RD / TANAH MERAH KECHIL AVE,TID Pte Ltd,Non-Landed,OCR,297,297,297,0,0,0,-,-,-
2012,01,OPUS AT GRANGE,GRANGE ROAD,Aston Properties Pte Ltd,Non-Landed,CCR,174,0,0,0,0,0,-,-,-
2012,01,PALMERA EAST,LORONG MELAYU,World Class Property (Telok Kurau) Pte Ltd,Non-Landed,OCR,32,32,32,0,0,0,-,-,-
2012,01,PALMS @ SIXTH AVENUE,SIXTH AVENUE,MCL Land (Serangoon) Pte Ltd,Strata-Landed,CCR,32,0,0,0,0,0,-,-,-
2012,01,PARC BLEU,JOO CHIAT PLACE,Precise Development Pte Ltd,Non-Landed,OCR,55,55,48,7,0,2,"12,077","10,194","13,961"
2012,01,PARC CENTENNIAL,KAMPONG JAVA ROAD,EL Development (Newton) Pte Ltd,Non-Landed,CCR,51,51,51,0,0,0,-,-,-
2012,01,PARC ELEGANCE,TELOK KURAU ROAD,Fragrance Realty Pte Ltd,Non-Landed,OCR,157,157,151,6,0,1,"11,647","11,647","11,647"
2012,01,PARC ROSEWOOD,ROSEWOOD DRIVE,Kensington Land Pte Ltd,Non-Landed,OCR,689,236,198,38,236,198,"10,237","7,729","11,851"
2012,01,PARC SEABREEZE,JOO CHIAT ROAD,Grovehill Pte Ltd,Non-Landed,RCR,94,94,94,0,0,0,-,-,-
2012,01,PARC SOMME,SOMME ROAD,Oxley Ascend Capital Pte Ltd,Non-Landed,RCR,30,30,30,0,0,0,-,-,-
2012,01,PARC SOPHIA,ADIS ROAD,Oxley Ventures Pte Ltd,Non-Landed,CCR,152,152,152,0,0,0,-,-,-
2012,01,PARC VERA,HOUGANG STREET 32,Sim Lian (Hougang) Pte Ltd,Non-Landed,OCR,452,229,229,0,3,8,"9,257","8,084","9,752"
2012,01,PARK RESIDENCES KOVAN,UPPER SERANGOON ROAD,Kovan Central Pte Ltd,Non-Landed,OCR,41,41,41,0,0,0,-,-,-
2012,01,PARVIS,HOLLAND HILL,Calne Pte Ltd,Non-Landed,CCR,248,248,248,0,0,0,-,-,-
2012,01,PATERSON LINC,PATERSON ROAD,Green Aces Paterson Pte Ltd,Non-Landed,CCR,35,35,35,0,0,0,-,-,-
2012,01,PAVILION PARK (PHASE 1D),PAVILION CIRCLE,Bukit Batok Development Pte Ltd,Landed,OCR,37,35,35,0,0,0,-,-,-
2012,01,PAVILION PARK (PHASE 2),PAVILION CIRCLE,Bukit Batok Development Pte Ltd,Landed,OCR,264,174,162,12,0,2,"8,697","8,697","8,697"
2012,01,POETS VILLAS,TAGORE AVENUE,Feature Green Pte Ltd,Strata-Landed,OCR,40,40,38,2,0,0,-,-,-
2012,01,PRESTIGE HEIGHTS,BALESTIER ROAD,Fragrance Land Pte Ltd,Non-Landed,RCR,154,154,153,1,0,0,-,-,-
2012,01,PRIME RESIDENCE,LORONG 22 GEYLANG,Springlife Development Pte Ltd,Non-Landed,RCR,39,39,21,18,14,1,"14,295","14,295","14,295"
2012,01,PRIMEDGE,LORONG 34 GEYLANG,Pinnacle Development (JV) Pte Ltd,Non-Landed,RCR,36,0,0,0,0,0,-,-,-
2012,01,PRIMO RESIDENCES,JALAN PELIKAT,Taipan International Associates Pte Ltd,Non-Landed,OCR,64,64,64,0,0,0,-,-,-
2012,01,PRIVE,PUNGGOL FIELD / PUNGGOL ROAD,Punggol Field EC Pte. Ltd.,Exec Condo,OCR,680,680,679,1,0,1,"5,382","5,382","5,382"
2012,01,QUBE SUITES,JALAN PUNAI,Macly Pte Ltd,Non-Landed,OCR,21,0,0,0,0,0,-,-,-
2012,01,QUESTA @ DUNMAN,DUNMAN ROAD,Hoi Hup Realty Pte Ltd,Non-Landed,RCR,122,122,122,0,0,0,-,-,-
2012,01,RADIANCE @ BUKIT TIMAH,YUK TONG AVENUE,Bukit Timah View Property Pte Ltd,Strata-Landed,RCR,17,6,2,4,0,0,-,-,-
2012,01,RANGOON 88,RANGOON ROAD,Kay Lim Investment Pte Ltd,Non-Landed,RCR,48,48,37,11,0,0,-,-,-
2012,01,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Keppel Bay Pte Ltd,Non-Landed,RCR,1129,950,839,111,0,3,"20,365","19,160","25,554"
2012,01,REGENT RESIDENCES,SERANGOON ROAD,Golden Villa Pte Ltd,Non-Landed,RCR,180,180,144,36,0,0,-,-,-
2012,01,RESIDENCES 88,LORONG MARICAN,KT Development Pte Ltd,Non-Landed,OCR,28,28,28,0,0,2,"11,345","9,569","13,121"
2012,01,RESIDENCES @ KILLINEY,KILLINEY ROAD,Hoi Hup Realty Pte Ltd,Non-Landed,CCR,68,68,66,2,0,0,-,-,-
2012,01,RESIDENCES AT EMERALD HILL,EMERALD HILL ROAD,Lafe (Emerald Hill) Development Pte Ltd,Strata-Landed / Non-Landed,CCR,33,6,0,6,0,0,-,-,-
2012,01,RESIDENCES BOTANIQUE,SIRAT ROAD,Riverside Walk Pte Ltd,Non-Landed,OCR,81,81,81,0,0,0,-,-,-
2012,01,RESIDENTIAL APARTMENTS,LORONG H TELOK KURAU,Heng Hong Development Pte Ltd,Non-Landed,OCR,12,0,0,0,0,0,-,-,-
2012,01,RESIDENTIAL APARTMENTS,NEWTON ROAD,Yickvi Realty Pte Ltd,Non-Landed,CCR,10,0,0,0,0,0,-,-,-
2012,01,REZI 26,LORONG 26 GEYLANG,Development 26 Pte Ltd,Non-Landed,RCR,106,106,96,10,0,1,"11,711","11,711","11,711"
2012,01,RIA APARTMENTS,JALAN PASIR RIA,Pasir Ria Development Pte Ltd,Non-Landed,RCR,10,0,0,0,0,0,-,-,-
2012,01,RICCHEZZA,LORONG M TELOK KURAU,Bravo Building Construction Pte Ltd,Non-Landed,OCR,16,16,16,0,0,0,-,-,-
2012,01,RIVERBAY,MAR THOMA ROAD,Green Bay Pte Ltd,Non-Landed,RCR,147,0,0,0,0,0,-,-,-
2012,01,RIVERPARC RESIDENCE,PUNGGOL DRIVE / PUNGGOL EAST,Qingjian Realty (Punggol) Pte Ltd,Exec Condo,OCR,504,504,504,0,0,0,-,-,-
2012,01,RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,Qingjian Realty (Sengkang) Pte Ltd,Non-Landed,OCR,590,200,73,127,200,73,"9,203","6,200","11,108"
2012,01,RIVIERA 38,MAR THOMA ROAD,Eastwood Green Pte Ltd,Non-Landed,RCR,102,36,16,20,0,2,"12,066","11,840","12,282"
2012,01,RIZ HAVEN,JALAN LOYANG BESAR,Tras Development Pte Ltd,Non-Landed,OCR,33,33,33,0,0,0,-,-,-
2012,01,ROBINSON SUITES,ROBINSON ROAD,50 Robinson Pte Ltd,Non-Landed,CCR,167,167,162,5,0,0,-,-,-
2012,01,ROCHELLE AT NEWTON,KENG LEE ROAD,Sim Lian (Keng Lee) Pte Ltd,Non-Landed,CCR,129,85,85,0,0,0,-,-,-
2012,01,ROSEWOOD SUITES,ROSEWOOD DRIVE,EL Development (Rosewood) Pte Ltd,Non-Landed,OCR,200,200,200,0,0,0,-,-,-
2012,01,ROYCE RESIDENCES,LORONG 6 GEYLANG,Goodland Development Pte Ltd,Non-Landed,RCR,40,40,33,7,0,0,-,-,-
2012,01,RV EDGE,RIVER VALLEY ROAD,Fortune Estate Pte Ltd,Non-Landed,CCR,108,108,108,0,0,0,-,-,-
2012,01,RV POINT,RIVER VALLEY ROAD,Galaxy Land Pte Ltd,Non-Landed,CCR,36,36,36,0,0,0,-,-,-
2012,01,RV RESIDENCES,RIVER VALLEY ROAD,Asiawide Resources Pte Ltd,Non-Landed,CCR,248,0,0,0,0,0,-,-,-
2012,01,RV SUITES,RIVER VALLEY ROAD,Fortune Royal Pte Ltd,Non-Landed,CCR,96,96,96,0,0,0,-,-,-
2012,01,SAGE,NASSIM ROAD,Hong Leong Holdings Ltd,Non-Landed,CCR,33,10,8,2,0,0,-,-,-
2012,01,SANCTUARY @813,UPPER SERANGOON ROAD,Sunhuan Construction Pte Ltd,Non-Landed,OCR,23,23,23,0,0,0,-,-,-
2012,01,SANDY ISLAND,SANDY ISLAND,Sandy Island Pte Ltd,Landed,CCR,18,15,14,1,0,0,-,-,-
2012,01,SCOTTS SQUARE,SCOTTS ROAD,Wheelock Properties (Singapore) Ltd,Non-Landed,CCR,338,263,263,0,0,0,-,-,-
2012,01,SCULPTURA ARDMORE,ARDMORE PARK,Convenson Pte Ltd,Non-Landed,CCR,35,0,0,0,0,0,-,-,-
2012,01,SEASTRAND,PASIR RIS LINK,Precious Sand Pte Ltd,Non-Landed,OCR,473,451,366,85,0,11,"10,613","9,860","11,076"
2012,01,SELETAR VIEW,SELETAR HILLS DRIVE,Sunhuan Land Pte Ltd,Strata-Landed,OCR,14,0,0,0,0,0,-,-,-
2012,01,SERENITY BREEZE,LORONG J TELOK KURAU,Success Century Group Pte Ltd,Non-Landed,OCR,12,0,0,0,0,0,-,-,-
2012,01,SEVEN CRESCENT,CRESCENT ROAD,Teck Chiang Realty Pte Ltd,Strata-Landed,RCR,14,14,0,14,0,0,-,-,-
2012,01,SEVEN PALMS SENTOSA COVE,COVE DRIVE,Trollius Pte Ltd,Non-Landed,CCR,41,10,10,0,0,0,-,-,-
2012,01,SHAMROCK VILLAS,NAMLY PLACE,Fortune Properties Pte Ltd,Strata-Landed,CCR,11,11,11,0,0,0,-,-,-
2012,01,SIGLAP V,EAST COAST ROAD,DB2 Realty Pte Ltd,Non-Landed,OCR,114,114,109,5,0,0,-,-,-
2012,01,SIGNATURE AT LEWIS,LEWIS ROAD,Guan Hoe Development Pte Ltd,Non-Landed,CCR,32,32,28,4,0,0,-,-,-
2012,01,SILVERSCAPE,LORONG 32 GEYLANG,MM Capital Pte Ltd,Non-Landed,RCR,45,0,0,0,0,0,-,-,-
2012,01,SILVERSEA,MARINE PARADE ROAD,Marina Green Ltd,Non-Landed,RCR,383,377,354,23,0,6,"18,632","17,750","24,563"
2012,01,SIMS DORADO,LORONG 39 GEYLANG,Bravo Building Construction Pte Ltd,Non-Landed,RCR,35,35,35,0,0,0,-,-,-
2012,01,SIMS EDGE,LORONG 33 GEYLANG,Macly Equity Pte Ltd,Non-Landed,RCR,78,78,78,0,0,0,-,-,-
2012,01,SKY HABITAT,BISHAN STREET 15,Bishan Residential  Development Pte Ltd,Non-Landed,RCR,509,0,0,0,0,0,-,-,-
2012,01,SKYLINE 360 @ ST THOMAS WALK,ST THOMAS WALK,Bukit Panjang Plaza Pte Ltd,Non-Landed,CCR,61,40,33,7,0,0,-,-,-
2012,01,SKYLINE @ ORCHARD BOULEVARD,ANGULLIA PARK,Tanglin View Pte Ltd,Non-Landed,CCR,40,10,3,7,0,0,-,-,-
2012,01,SKYLINE RESIDENCES,TELOK BLANGAH ROAD,Bukit Sembawang View Pte Ltd,Non-Landed,RCR,283,190,188,2,0,0,-,-,-
2012,01,SKYSUITES17,JALAN RAJAH,EL Development (Balestier) Pte Ltd,Non-Landed,RCR,115,115,114,1,0,0,-,-,-
2012,01,SKYSUITES@ANSON,ENGGOR STREET,Arcadia Development Pte Ltd,Non-Landed,CCR,360,284,173,111,0,1,"21,991","21,991","21,991"
2012,01,SMART SUITES,SIMS AVENUE,Distinct Home (Sims) Pte Ltd,Non-Landed,RCR,72,0,0,0,0,0,-,-,-
2012,01,SOLEIL @ SINARAN,SINARAN DRIVE,Riverside Investments Pte Ltd,Non-Landed,CCR,417,417,414,3,0,0,-,-,-
2012,01,SOMMERVILLE RESIDENCES,SOMMERVILLE WALK,Realty land Pte Ltd,Strata-Landed,OCR,9,9,7,2,0,0,-,-,-
2012,01,SOPHIA RESIDENCE,SOPHIA ROAD,Sophia Residence Development Pte Ltd,Non-Landed,CCR,272,272,270,2,0,0,-,-,-
2012,01,SOUTH BEACH RESIDENCES,BEACH ROAD,South Beach Consortium Pte Ltd,Non-Landed,CCR,188,0,0,0,0,0,-,-,-
2012,01,SOVEREIGN @ SIMON,SIMON PLACE,Fragrance Land Pte Ltd,Strata-Landed,OCR,23,23,23,0,0,0,-,-,-
2012,01,SPACE @ KOVAN,YIO CHU KANG ROAD,RP North Pte Ltd / RP Properties Pte Ltd / Roxy-Pacific Developments Pte Ltd,Non-Landed,OCR,140,140,140,0,0,0,-,-,-
2012,01,SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,RL Developments Pte Ltd,Non-Landed,RCR,251,251,239,12,0,0,-,-,-
2012,01,SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,UOL Development (Dakota)  Pte Ltd,Non-Landed,RCR,351,351,317,34,0,0,-,-,-
2012,01,ST MICHAEL REGENCY,ST. MICHAEL'S ROAD,Evan Lim Industrial/Warehousing Development Pte Ltd,Non-Landed,RCR,49,49,48,1,0,0,-,-,-
2012,01,ST PATRICK'S RESIDENCES,ST. PATRICK'S ROAD,T G (St. Patrick) Pte Ltd,Non-Landed,OCR,102,102,71,31,0,0,-,-,-
2012,01,STARLIGHT SUITES,RIVER VALLEY CLOSE,Meadows Property (S) Pte Ltd,Non-Landed,CCR,105,105,44,61,0,0,-,-,-
2012,01,STEVENS SUITES,STEVENS CLOSE,EL Development (Stevens) Pte Ltd,Non-Landed,CCR,32,28,24,4,0,0,-,-,-
2012,01,STILLZ RESIDENCE,STILL ROAD,Warees Land Pte Ltd,Non-Landed,RCR,25,25,25,0,0,0,-,-,-
2012,01,STRAITS RESIDENCES,JOO CHIAT PLACE,Roxy Land Pte Ltd,Non-Landed,RCR,30,30,30,0,0,0,-,-,-
2012,01,STUDIO8,JALAN AYER,Aston Capital Pte. Ltd.,Non-Landed,RCR,28,28,18,10,0,3,"16,200","15,274","16,803"
2012,01,STUDIOS @ MARNE,MARNE ROAD,Vyco Pte Ltd,Non-Landed,RCR,46,46,45,1,0,0,-,-,-
2012,01,STUDIOS@TEMBELING,TEMBELING ROAD,Roxy Land Pte Ltd,Non-Landed,RCR,25,25,25,0,0,0,-,-,-
2012,01,SUITES 123,RANGOON ROAD,Macly Assets Pte Ltd,Non-Landed,RCR,37,37,37,0,0,0,-,-,-
2012,01,SUITES 28,LORONG 30 GEYLANG,Wenul Properties Pte Ltd,Non-Landed,RCR,64,64,42,22,0,2,"7,868","7,696","8,041"
2012,01,SUITES @ CHANGI,CHANGI ROAD,Fragrance Realty Pte Ltd,Non-Landed,RCR,44,44,42,2,0,0,-,-,-
2012,01,SUITES @ EASTCOAST,UPPER EAST COAST ROAD,Fragrance Properties Pte Ltd,Non-Landed,OCR,116,116,99,17,0,0,-,-,-
2012,01,SUITES @ EUNOS,JALAN YASIN,Macly Capital Pte Ltd,Non-Landed,OCR,28,28,28,0,0,0,-,-,-
2012,01,SUITES @ GUILLEMARD,LIM AH WOO ROAD,Oxley Land Pte Ltd,Non-Landed,RCR,72,72,72,0,0,0,-,-,-
2012,01,SUITES @ KATONG,TANJONG KATONG ROAD,Oxley Wealth Pte Ltd,Non-Landed,RCR,51,51,51,0,0,0,-,-,-
2012,01,SUITES @ NEWTON,SURREY ROAD,Giant Land Pte Ltd,Non-Landed,CCR,67,67,12,55,0,2,"23,638","23,035","24,241"
2012,01,SUITES @ OWEN,OWEN ROAD,Macly Pte Ltd,Non-Landed,RCR,20,20,20,0,0,0,-,-,-
2012,01,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,Fragrance Properties Pte Ltd,Non-Landed,OCR,99,59,59,0,9,9,"14,574","13,767","15,500"
2012,01,SUITES @ SHREWSBURY,SHREWSBURY ROAD,Macly Capital Pte Ltd,Non-Landed,CCR,15,15,15,0,0,0,-,-,-
2012,01,SUITES @ SIMS,SIMS AVENUE,Macly Pte Ltd,Non-Landed,RCR,48,48,48,0,0,0,-,-,-
2012,01,SUITES @ TOPAZ,TOPAZ ROAD,Goodland Development Pte Ltd,Non-Landed,RCR,46,46,43,3,0,0,-,-,-
2012,01,SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Fragrance Realty Pte Ltd,Non-Landed,RCR,71,51,51,0,2,2,"17,631","17,621","17,642"
2012,01,SUITES AT ORCHARD,HANDY ROAD,Allgreen Properties Ltd,Non-Landed,CCR,118,118,94,24,0,0,-,-,-
2012,01,SUITES DE LAUREL,JALAN ANAK BUKIT,Sustained Land Pte Ltd,Non-Landed,RCR,72,72,63,9,0,0,-,-,-
2012,01,SUITES@BRADDELL,BRADDELL ROAD,Oxley Niche Pte Ltd,Non-Landed,OCR,33,33,33,0,0,0,-,-,-
2012,01,SUMMER SCENT,KANG CHOO BIN ROAD,KDC (Kovan) Development Pte Ltd,Non-Landed,OCR,16,16,6,10,0,0,-,-,-
2012,01,SUNCOTTAGES,CASHEW CRESCENT,Lucky Realty Co Pte Ltd,Strata-Landed,OCR,23,23,23,0,0,0,-,-,-
2012,01,SUNNY PARC,LORONG K TELOK KURAU,Khoo Realty Pte Ltd,Non-Landed,OCR,11,7,7,0,0,0,-,-,-
2012,01,SURIN VILLAS,SURIN AVENUE / UPPER SERANGOON ROAD,Distinct Home Development Pte Ltd,Strata-Landed,OCR,9,9,9,0,0,0,-,-,-
2012,01,SYCAMORE TREE,FOWLIE ROAD,Astoria Development Pte Ltd,Non-Landed,RCR,96,96,11,85,0,0,-,-,-
2012,01,TERESA VILLAS,BUKIT TERESA CLOSE,Royal Oak Development Pte Ltd,Strata-Landed,RCR,8,8,8,0,0,0,-,-,-
2012,01,TERRASSE,TERRASSE LANE,MCL Land (Serangoon) Pte Ltd,Non-Landed,OCR,414,414,339,75,0,6,"11,098","9,375","11,561"
2012,01,TERRENE AT BUKIT TIMAH,TOH TUCK DRIVE,Premier Land Development Pte Ltd,Non-Landed,RCR,172,172,172,0,0,0,-,-,-
2012,01,THE AMERALD STUDIO,SERAYA LANE,Precise Development Pte Ltd,Non-Landed,RCR,10,10,10,0,0,0,-,-,-
2012,01,THE ARISTO @ AMBER,AMBER ROAD,AG Capital Pte Ltd,Non-Landed,RCR,56,56,53,3,0,0,-,-,-
